altitude,humidity,id,latitude,longitude,pressure,temperature,time_humidity,time_pressure,time_temperature,timezone
189.0,82.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.1,17.1,2019-09-06 05:30:24,2019-09-06 05:30:48,2019-09-06 05:30:24,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1016.5,17.5,2019-09-06 06:00:17,2019-09-06 06:01:00,2019-09-06 06:00:17,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.1,18.3,2019-09-06 06:20:47,2019-09-06 06:21:06,2019-09-06 06:20:47,Europe/Moscow
189.0,77.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1016.5,18.4,2019-09-06 07:00:56,2019-09-06 07:01:22,2019-09-06 07:00:56,Europe/Moscow
189.0,72.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.2,20.1,2019-09-06 08:52:00,2019-09-06 08:52:01,2019-09-06 08:52:00,Europe/Moscow
189.0,71.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1016.7,20.7,2019-09-06 09:21:56,2019-09-06 09:22:14,2019-09-06 09:21:56,Europe/Moscow
189.0,70.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.4,21.1,2019-09-06 09:51:49,2019-09-06 09:52:24,2019-09-06 09:51:49,Europe/Moscow
189.0,69.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.2,21.6,2019-09-06 10:22:35,2019-09-06 10:22:36,2019-09-06 10:22:35,Europe/Moscow
189.0,68.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.5,21.9,2019-09-06 10:52:29,2019-09-06 10:52:48,2019-09-06 10:52:29,Europe/Moscow
189.0,67.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.6,22.4,2019-09-06 11:53:09,2019-09-06 11:53:12,2019-09-06 11:53:09,Europe/Moscow
189.0,66.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1017.1,22.5,2019-09-06 13:53:37,2019-09-06 13:53:57,2019-09-06 13:53:37,Europe/Moscow
189.0,66.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1018.0,22.5,2019-09-06 14:23:31,2019-09-06 14:24:08,2019-09-06 14:23:31,Europe/Moscow
189.0,67.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1018.1,21.6,2019-09-06 14:54:17,2019-09-06 14:54:20,2019-09-06 14:54:17,Europe/Moscow
189.0,69.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1018.4,21.1,2019-09-06 15:24:10,2019-09-06 15:24:31,2019-09-06 15:24:10,Europe/Moscow
189.0,70.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1018.7,20.8,2019-09-06 15:54:04,2019-09-06 15:54:42,2019-09-06 15:54:04,Europe/Moscow
189.0,72.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1019.2,19.5,2019-09-06 16:54:45,2019-09-06 16:55:04,2019-09-06 16:54:45,Europe/Moscow
189.0,73.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1019.5,18.2,2019-09-06 17:24:38,2019-09-06 17:25:14,2019-09-06 17:24:38,Europe/Moscow
189.0,75.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1019.5,17.8,2019-09-06 17:55:24,2019-09-06 17:55:26,2019-09-06 17:55:24,Europe/Moscow
189.0,78.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1019.7,17.2,2019-09-06 19:55:52,2019-09-06 19:56:11,2019-09-06 19:55:52,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.0,17.3,2019-09-06 20:25:46,2019-09-06 20:26:22,2019-09-06 20:25:46,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.3,16.9,2019-09-06 21:26:26,2019-09-06 21:26:45,2019-09-06 21:26:26,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.5,16.8,2019-09-06 21:56:20,2019-09-06 21:56:55,2019-09-06 21:56:20,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.5,16.6,2019-09-06 22:27:06,2019-09-06 22:27:08,2019-09-06 22:27:06,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.7,16.4,2019-09-06 22:57:00,2019-09-06 22:57:19,2019-09-06 22:57:00,Europe/Moscow
189.0,81.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.7,15.9,2019-09-06 23:26:53,2019-09-06 23:27:29,2019-09-06 23:26:53,Europe/Moscow
189.0,81.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.8,15.5,2019-09-06 23:58:30,2019-09-06 23:58:32,2019-09-06 23:58:30,Europe/Moscow
189.0,82.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.4,15.2,2019-09-07 00:28:25,2019-09-07 00:28:46,2019-09-07 00:28:25,Europe/Moscow
189.0,82.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1020.2,14.9,2019-09-07 00:58:18,2019-09-07 00:58:56,2019-09-07 00:58:18,Europe/Moscow
189.0,83.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1021.1,14.6,2019-09-07 01:29:05,2019-09-07 01:29:09,2019-09-07 01:29:05,Europe/Moscow
189.0,83.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1021.4,14.3,2019-09-07 01:58:58,2019-09-07 01:59:19,2019-09-07 01:58:58,Europe/Moscow
189.0,83.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1021.7,14.6,2019-09-07 02:28:53,2019-09-07 02:29:30,2019-09-07 02:28:53,Europe/Moscow
189.0,83.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1021.6,14.5,2019-09-07 02:59:38,2019-09-07 02:59:42,2019-09-07 02:59:38,Europe/Moscow
189.0,83.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.2,14.4,2019-09-07 03:29:32,2019-09-07 03:29:52,2019-09-07 03:29:32,Europe/Moscow
189.0,84.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.3,14.8,2019-09-07 03:59:27,2019-09-07 04:00:04,2019-09-07 03:59:27,Europe/Moscow
189.0,83.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.3,16.0,2019-09-07 04:30:12,2019-09-07 04:30:14,2019-09-07 04:30:12,Europe/Moscow
189.0,83.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.4,17.2,2019-09-07 05:00:06,2019-09-07 05:00:26,2019-09-07 05:00:06,Europe/Moscow
189.0,81.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.7,18.2,2019-09-07 05:30:01,2019-09-07 05:30:38,2019-09-07 05:30:01,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.7,18.1,2019-09-07 06:00:46,2019-09-07 06:00:48,2019-09-07 06:00:46,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.9,18.2,2019-09-07 06:30:41,2019-09-07 06:31:01,2019-09-07 06:30:41,Europe/Moscow
189.0,78.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.9,18.5,2019-09-07 07:00:34,2019-09-07 07:01:11,2019-09-07 07:00:34,Europe/Moscow
189.0,76.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.1,18.9,2019-09-07 07:31:20,2019-09-07 07:31:22,2019-09-07 07:31:20,Europe/Moscow
189.0,75.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.2,19.3,2019-09-07 08:01:14,2019-09-07 08:01:32,2019-09-07 08:01:14,Europe/Moscow
189.0,74.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.2,19.6,2019-09-07 08:20:54,2019-09-07 08:21:41,2019-09-07 08:20:54,Europe/Moscow
189.0,72.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.4,20.4,2019-09-07 08:51:38,2019-09-07 08:51:51,2019-09-07 08:51:38,Europe/Moscow
189.0,70.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1022.9,21.4,2019-09-07 09:21:32,2019-09-07 09:22:02,2019-09-07 09:21:32,Europe/Moscow
189.0,67.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.0,21.6,2019-09-07 09:51:26,2019-09-07 09:52:13,2019-09-07 09:51:26,Europe/Moscow
189.0,67.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.7,22.1,2019-09-07 10:22:13,2019-09-07 10:22:26,2019-09-07 10:22:13,Europe/Moscow
189.0,64.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.7,22.0,2019-09-07 11:22:01,2019-09-07 11:22:49,2019-09-07 11:22:01,Europe/Moscow
189.0,61.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.6,21.9,2019-09-07 11:52:47,2019-09-07 11:53:00,2019-09-07 11:52:47,Europe/Moscow
189.0,58.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.6,21.9,2019-09-07 12:22:40,2019-09-07 12:23:10,2019-09-07 12:22:40,Europe/Moscow
189.0,59.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.3,21.6,2019-09-07 12:52:35,2019-09-07 12:53:22,2019-09-07 12:52:35,Europe/Moscow
189.0,59.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.8,21.9,2019-09-07 13:23:20,2019-09-07 13:23:32,2019-09-07 13:23:20,Europe/Moscow
189.0,60.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1023.6,21.2,2019-09-07 13:53:14,2019-09-07 13:53:42,2019-09-07 13:53:14,Europe/Moscow
189.0,60.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1024.1,21.3,2019-09-07 14:23:09,2019-09-07 14:23:55,2019-09-07 14:23:09,Europe/Moscow
189.0,66.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1024.9,19.9,2019-09-07 15:53:42,2019-09-07 15:54:27,2019-09-07 15:53:42,Europe/Moscow
189.0,68.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.2,19.5,2019-09-07 16:24:27,2019-09-07 16:24:38,2019-09-07 16:24:27,Europe/Moscow
189.0,69.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.6,19.1,2019-09-07 16:54:22,2019-09-07 16:54:48,2019-09-07 16:54:22,Europe/Moscow
189.0,71.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.7,18.7,2019-09-07 17:24:16,2019-09-07 17:24:59,2019-09-07 17:24:16,Europe/Moscow
189.0,71.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.9,18.4,2019-09-07 17:55:02,2019-09-07 17:55:10,2019-09-07 17:55:02,Europe/Moscow
189.0,72.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.4,18.0,2019-09-07 18:24:56,2019-09-07 18:25:23,2019-09-07 18:24:56,Europe/Moscow
189.0,73.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.9,17.8,2019-09-07 18:54:50,2019-09-07 18:55:32,2019-09-07 18:54:50,Europe/Moscow
189.0,73.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.8,17.5,2019-09-07 19:25:35,2019-09-07 19:25:44,2019-09-07 19:25:35,Europe/Moscow
189.0,74.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1026.2,17.3,2019-09-07 19:55:30,2019-09-07 19:55:55,2019-09-07 19:55:30,Europe/Moscow
189.0,75.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1025.6,17.0,2019-09-07 20:25:24,2019-09-07 20:26:05,2019-09-07 20:25:24,Europe/Moscow
189.0,75.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1026.4,16.7,2019-09-07 20:53:36,2019-09-07 20:54:10,2019-09-07 20:53:36,Europe/Moscow
189.0,77.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1026.7,16.0,2019-09-07 22:24:10,2019-09-07 22:24:42,2019-09-07 22:24:10,Europe/Moscow
189.0,78.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1026.8,15.8,2019-09-07 22:54:04,2019-09-07 22:54:53,2019-09-07 22:54:04,Europe/Moscow
189.0,78.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1026.9,15.5,2019-09-07 23:24:49,2019-09-07 23:25:02,2019-09-07 23:24:49,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1026.8,15.2,2019-09-07 23:54:43,2019-09-07 23:55:14,2019-09-07 23:54:43,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1026.9,15.1,2019-09-08 00:24:38,2019-09-08 00:25:24,2019-09-08 00:24:38,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1027.0,14.8,2019-09-08 00:55:24,2019-09-08 00:55:35,2019-09-08 00:55:24,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1027.2,14.3,2019-09-08 02:25:57,2019-09-08 02:26:06,2019-09-08 02:25:57,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1027.5,14.1,2019-09-08 02:55:52,2019-09-08 02:56:18,2019-09-08 02:55:52,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1027.7,14.2,2019-09-08 03:25:45,2019-09-08 03:26:27,2019-09-08 03:25:45,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1027.8,14.5,2019-09-08 03:56:31,2019-09-08 03:56:38,2019-09-08 03:56:31,Europe/Moscow
189.0,80.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1028.0,15.1,2019-09-08 04:26:25,2019-09-08 04:26:51,2019-09-08 04:26:25,Europe/Moscow
189.0,79.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1027.5,16.7,2019-09-08 05:27:05,2019-09-08 05:27:13,2019-09-08 05:27:05,Europe/Moscow
189.0,78.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1027.8,17.2,2019-09-08 05:56:59,2019-09-08 05:57:24,2019-09-08 05:56:59,Europe/Moscow
189.0,76.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1028.3,18.1,2019-09-08 06:57:39,2019-09-08 06:57:47,2019-09-08 06:57:39,Europe/Moscow
189.0,75.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1028.3,18.8,2019-09-08 07:27:33,2019-09-08 07:27:58,2019-09-08 07:27:33,Europe/Moscow
189.0,73.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1028.3,19.5,2019-09-08 07:57:27,2019-09-08 07:58:09,2019-09-08 07:57:27,Europe/Moscow
189.0,71.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1028.3,20.0,2019-09-08 08:28:11,2019-09-08 08:28:19,2019-09-08 08:28:11,Europe/Moscow
189.0,68.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1028.2,20.9,2019-09-08 08:58:07,2019-09-08 08:58:33,2019-09-08 08:58:07,Europe/Moscow
189.0,68.0,70:ee:50:00:8e:1a,55.68316,37.56675999999993,1028.3,21.1,2019-09-08 09:28:00,2019-09-08 09:28:43,2019-09-08 09:28:00,Europe/Moscow
